sku,row_type,name,brand,category,sheet,status,finding,caveat,facts_scored,copy_enriched,prose_words,bullets,spec_rows,spec_rows_informative,meta_len,has_short_desc,has_image,gallery_images,has_dimensions,model_number,status_published,import_evidence,supplier_sheet,research_file,finding_theme
IMG/HOT/00427,top,HEF-904 Fryer Basket,OEM SHEFFIELD,Cooking Equipment > Fryers,COOKING EQUIPMENT,Complete,,thin listing,3,1,18,2,4,1,106,1,0,0,1,HEF-904 BASKET,draft,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/HOT/00085,top,Fryer Single 13 Litres Gas Lincar,LINCAR MEMME,Cooking Equipment > Fryers,,Complete,,,,1,155,5,12,9,154,1,1,0,0,G1140VN,published,,MEMME.xx (1),lincar-memme-research.md,
IMG/HOT/00219,top,Fryer Single 28 Litres Electric Redline,HK-REDLINE,Cooking Equipment > Fryers,,Complete,,,,1,19,12,4,1,98,1,1,0,1,DF-28L,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00257,top,Fryer Single 23 Litres Gas GF90 Redline,SHEFFIELD REDLINE,Cooking Equipment > Fryers,COOKING EQUIPMENT,Our records only,no external source published - written from our own records,,,0,96,0,0,0,0,1,1,0,0,GF90,published,,,,Other spec value
IMG/HOT/00278,top,Pressure Fryer Counter Top MDXZ-16 Redline,HK-REDLINE,Cooking Equipment > Pressure Fryers,,Complete,,,,1,152,5,11,8,143,1,1,0,1,MDXZ-16,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00282,top,Pressure Fryer Electric MDXZ-24 Redline,HK-REDLINE,Cooking Equipment > Pressure Fryers,,Complete,,,,1,145,5,11,8,143,1,1,0,1,MDXZ-24,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00332,top,Pressure Fryer Electric Broaster 1600,HDS,Cooking Equipment > Pressure Fryers,,Complete,,,,1,125,6,13,10,132,1,1,0,1,BROASTER 1600E,published,,,broaster-geneva-rimpar-research.md;hds-research.md,
IMG/HOT/00333,top,Pressure Fryer Gas Broaster 1800,HDS,Cooking Equipment > Pressure Fryers,COOKING EQUIPMENT,Sources disagree,no electrical rating - needs the Kenyan-build figure,,,1,146,6,13,10,119,1,1,0,1,BROASTER 1800G,published,,,broaster-geneva-rimpar-research.md;hds-research.md,Electrical rating
IMG/HOT/00390,top,Pressure Fryer Electric Broaster 1800,HDS,Cooking Equipment > Pressure Fryers,,Complete,,,,1,146,6,13,10,120,1,1,1,1,BROASTER 1800E,published,,,broaster-geneva-rimpar-research.md;hds-research.md,
IMG/HOT/00344,top,Fryer Single Gas HDS,HDS,Cooking Equipment > Fryers,,Complete,,,,1,142,6,14,12,152,1,1,0,0,,published,,,hds-research.md;variant-children-gap-research.md,
IMG/HOT/00344,variant,Fryer Single Gas HDS [22-litres],HDS,Cooking Equipment > Fryers,,Complete,,,,0,0,0,0,0,0,0,1,,1,HDSFGH-120,published,,,hds-research.md;variant-children-gap-research.md,
IMG/HOT/00345,variant,Fryer Single Gas HDS [30-litres],HDS,Cooking Equipment > Fryers,,Complete,,,,0,0,0,0,0,0,0,1,,1,HDSFGH-150,published,,,hds-research.md;variant-children-gap-research.md,
IMG/HOT/00347,top,Fryer Split Type 15 + 15 Ltrs HDS-150S,HDS,Cooking Equipment > Fryers,,Complete,,,,1,116,6,12,9,154,1,1,0,1,HDSFGH-150S,published,,,hds-research.md,
IMG/HOT/00436,top,Fryer Split Type 10 + 10 Litres HDS Electric,HDS,Cooking Equipment > Fryers,COOKING EQUIPMENT,Sources disagree,"This SKU is the electric split fryer, but the photograph on file is the gas model from the same family. Needs the electric spec and photo.",,,0,0,0,0,0,0,1,1,0,1,HDSEFF-10LS,archived,,,hds-research.md;sap-reconciliation-research.md,Wrong photograph
IMG/HOT/00434,top,Fryer Split Type 10 + 10 Litres H Kitchen Electric,HK-REDLINE,Cooking Equipment > Fryers,,Complete,,,,1,111,5,10,7,135,1,1,3,1,DF-10L-2,archived,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md;sap-reconciliation-research.md,
IMG/HOT/00386,top,Fryer Double 21 + 21 Litres Electric,HK-REDLINE,Cooking Equipment > Fryers,,Complete,,,,1,123,5,9,6,116,1,1,0,1,JZH-TCX2,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00388,top,Fryer Split Type 15 + 15 Ltrs H-Kitchen,HK-REDLINE,Cooking Equipment > Fryers,COOKING EQUIPMENT,Sources disagree,SAP 730x500x230 is not this machine,,,1,171,1,4,1,89,1,1,0,1,RC-400T,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/HOT/00389,top,Fryer Split Type 11 + 11 Ltrs H-Kitchen,HK-REDLINE,Cooking Equipment > Fryers,,Complete,,,,1,113,5,10,7,135,1,1,0,1,GF-120T,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HOT/00406,top,Free Standing 21 Ltrs Single Well Fryer HDSFGH-90,HDS,Cooking Equipment > Fryers,,Complete,,,,1,115,5,12,9,137,1,1,0,1,HDSFGH-90,published,,,hds-research.md,
IMG/HOT/00421,top,Elec Fryer EF-28L,HK-REDLINE,Cooking Equipment > Fryers,COOKING EQUIPMENT,Sources disagree,maker figure contradicts our stored 400x700x290,,,1,15,2,3,0,69,1,1,0,1,EF-28L,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/COF/00023,top,Milk Boiler with Indirect Water Heating Jacket,PRADEEP,Beverage Machines > Milk Boilers,,Complete,,,,1,135,6,11,9,131,1,1,0,0,,published,,PRADEEP (1),pradeep-research.md;sap-reconciliation-research.md,
IMG/COF/00023,variant,Milk Boiler with Indirect Water Heating Jacket [12-litres],PRADEEP,Beverage Machines > Milk Boilers,,Complete,,,,0,0,0,0,0,0,0,1,,0,7228/12,published,,PRADEEP (1),pradeep-research.md;sap-reconciliation-research.md,
IMG/COF/00024,variant,Milk Boiler with Indirect Water Heating Jacket [20-litres],PRADEEP,Beverage Machines > Milk Boilers,,Complete,,,,0,0,0,0,0,0,0,1,,0,7228/20,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00025,variant,Milk Boiler with Indirect Water Heating Jacket [30-litres],PRADEEP,Beverage Machines > Milk Boilers,,Complete,,,,0,0,0,0,0,0,0,1,,0,7228/30,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00026,top,Water Boiler Insulated 10 Litres,SHEFFIELD,Beverage Machines > Water Boilers & Urns,BEVERAGE MACHINES,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,0,0,0,,archived,,,,Nothing published
IMG/COF/00108,top,Water Boiler EF-20 (Hydroboil),HK-REDLINE,Beverage Machines > Water Boilers & Urns,BEVERAGE MACHINES,No supplier data,EF-20 returns nothing published. The stored 160 x 170 mm footprint is far too small to be the boiler itself.,,,1,49,2,3,0,82,1,1,0,0,EF-20,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,Dimensions
IMG/COF/00027,top,Water Boiler Insulated 20 Litres SS,OEM SHEFFIELD,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,25,4,4,1,109,1,1,1,0,WBB20L,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-placeholder-brands-research.md;oem-sheffield-research.md,
IMG/COF/00112,top,Electric Catering Urn (Water Boiler),PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,101,6,10,7,117,1,1,1,0,,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00112,variant,Electric Catering Urn (Water Boiler) [9-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,111102,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00113,variant,Electric Catering Urn (Water Boiler) [18-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,111104,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00114,variant,Electric Catering Urn (Water Boiler) [27-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,111106,published,,PRADEEP (1),pradeep-research.md;variant-children-gap-research.md,
IMG/COF/00115,variant,Electric Catering Urn (Water Boiler) [40-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,111109,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00111,top,Coffee Filter with Heater Plate 5 Ltr,PRADEEP,Coffee Machines > Coffee Brewers,,Complete,,,,1,108,5,11,8,117,1,1,2,0,111504,draft,,PRADEEP (1),pradeep-research.md,
IMG/COF/00032,top,Heated Insulated Water Urn 36 Litres,PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,102,6,10,8,115,1,1,0,0,9G,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00029,top,Non Heated Insulated Catering Urn/Thermos,PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,120,5,9,6,131,1,1,0,0,,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00029,variant,Non Heated Insulated Catering Urn/Thermos [16-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,7217/16,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00030,variant,Non Heated Insulated Catering Urn/Thermos [20-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,7217/20,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00031,variant,Non Heated Insulated Catering Urn/Thermos [30-litres],PRADEEP,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,0,7217/30,published,,PRADEEP (1),pradeep-research.md,
IMG/COF/00098,top,Heated Insulated Water Urn 40 Litres,JANGMEN,Beverage Machines > Water Boilers & Urns,BEVERAGE MACHINES,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,WBB40L,archived,,,oem-placeholder-brands-research.md,Nothing published
IMG/COF/00020,top,Heated Water Urn Non-Exposed Element 15 Litres,HK-REDLINE,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,152,5,8,5,137,1,1,0,0,WB15A,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/COF/00021,top,Heated Water Urn with Exposed Element 20 Litres,HK-REDLINE,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,137,5,8,5,134,1,1,0,0,WB20A,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/COF/00022,top,Heated Water Urn with Exposed Element 30 Litres,HK-REDLINE,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,146,5,8,5,136,1,1,0,0,WB30A,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/COF/00001,top,Heated Water Urn with Concealed Element Berjaya,BERJAYA,Beverage Machines > Water Boilers & Urns,,Complete,,,,1,119,6,10,7,135,1,1,0,0,,published,,BERJAYA (5),berjaya-research.md,
IMG/COF/00001,variant,Heated Water Urn with Concealed Element Berjaya [30-litres],BERJAYA,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,1,WU-CH-30L,published,,BERJAYA (5),berjaya-research.md,
IMG/COF/00002,variant,Heated Water Urn with Concealed Element Berjaya [40-litres],BERJAYA,Beverage Machines > Water Boilers & Urns,,Complete,,,,0,0,0,0,0,0,0,1,,1,WU-CH-40L,published,,BERJAYA (5),berjaya-research.md,
IMG/COF/00137,top,Coffee Brewer with Single Decanter Bravilor B10,BRAVILOR,Coffee Machines > Coffee Brewers,,Complete,,,,1,115,5,8,5,142,1,1,0,1,B10,archived,,,six-single-sku-brands-research.md,
IMG/COF/00004,top,Coffee Brewer Single Cater,CREM,Coffee Machines > Coffee Brewers,COFFEE MACHINES,Sources disagree,SAP 2500 W and the 45 min brew time both contradicted,,,1,144,6,12,10,128,1,1,0,1,1008620,published,CREM / CREM `1008620 (exact),CREM (8),crem-research.md,Other spec value
IMG/COF/00006,top,Coffee Brewer with 2 Decanter,CREM,Coffee Machines > Coffee Brewers,COFFEE MACHINES,Sources disagree,CREM's own sheets disagree with each other,,,1,91,6,13,11,121,1,1,0,1,CQM2,published,CREM / CREM `CQM2 (exact),CREM (8),crem-research.md;kef-research.md,Other spec value
IMG/COF/00007,top,Cup Dispenser,CREM,Coffee Machines > Coffee Servery,COFFEE MACHINES,No supplier data,"The record carries no model number, so there is nothing to search a supplier catalogue on.",,,0,0,0,0,0,0,1,1,0,0,,archived,,CREM (8),crem-research.md,Model code / identity
IMG/COF/00012,top,Thermos Percolator SS,CREM,Coffee Machines > Coffee Servery,COFFEE MACHINES,Sources disagree,"named a percolator, the source resolves it as a vacuum jug",,,0,48,0,0,0,0,1,1,0,0,1103256,published,CREM / CREM `1103256 (exact),CREM (8),crem-research.md,Other spec value
IMG/COF/00013,top,Warming Plate Double,CREM,Coffee Machines > Coffee Servery,,Complete,,,,1,124,6,8,5,129,1,1,2,1,CQ V-2 1001120,published,,CREM (8),crem-research.md,
IMG/COF/00138,top,Coffee Brewer with Double Cater (Thermos),KEF,Coffee Machines > Coffee Brewers,COFFEE MACHINES,Sources disagree,"stored dimensions belong to FLT120-2, not to any FLS",,,0,0,0,0,0,0,1,0,0,1,FLS6X2,draft,,,kef-research.md;rational-rancilio-kef-gaps-research.md,Dimensions
IMG/BUF/00009,top,Banquet Trolley Hot Single EMP.BQ1,EMPERO,Storage & Food Transport > Banquet Trolleys,,Complete,,,,1,85,4,10,7,160,1,1,0,1,EMP.BQ1,published,,EMPEROxx (7),empero-research.md,
IMG/BUF/00155,top,Hot and Cold Meal Distribution Trolley 24 Tray,EMPERO,Storage & Food Transport > Banquet Trolleys,,Complete,,,,1,135,6,11,8,140,1,1,1,1,EMP.MED.S.24-1/3,published,,EMPEROxx (7),empero-research.md,
IMG/BUF/00099,top,Avatherm Thermotray with Locks,EMPERO,Storage & Food Transport > Thermoboxes & Thermotrays,,Complete,,,,1,90,5,7,4,159,1,1,1,0,AVT-PP-LCK,published,,EMPEROxx (7),empero-research.md,
IMG/BUF/00150,top,SDX Thermobox K120RD/F120RD,SDX,Storage & Food Transport > Thermoboxes & Thermotrays,STORAGE & FOOD TRANSPORT,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,K120RD/F120RD,archived,,,oem-placeholder-brands-research.md,Nothing published
IMG/BUF/00183,top,Thermo Box 3 GN H-Kitchen,HK-REDLINE,Storage & Food Transport > Thermoboxes & Thermotrays,STORAGE & FOOD TRANSPORT,Complete,,thin listing,1,1,43,1,4,1,77,1,1,0,1,CPWK090-1,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/BUF/00186,top,Thermo Box 6 GN Heated,HK-REDLINE,Storage & Food Transport > Thermoboxes & Thermotrays,,Complete,,,,1,112,6,3,0,85,1,1,0,1,CPWK090-31,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/HYS/00179,top,Insect Killer Berjaya IK30,BERJAYA,Hygiene > Insect Killers,,Complete,,,,1,82,6,10,7,147,1,1,0,1,BJY-IK30A,published,,BERJAYA (5),berjaya-research.md;steelology-research.md,
IMG/HYS/00001,top,Hand Wash Basin Knee Operated Bilge,BILGE,Hygiene > Hand Wash Basins,,Complete,,,,1,77,5,7,5,138,1,1,0,1,BLGHWBK,published,,BILGE (6),bilge-research.md;oem-placeholder-brands-research.md,
IMG/HYS/00003,top,Knife Sterilizer EMP.BST.001,EMPERO,Hygiene > Sanitising & Hygiene Accessories,,Complete,,,,1,75,5,10,7,118,1,1,0,1,EMP.BST.001,published,,EMPEROxx (7),empero-research.md,
IMG/HYS/00190,top,Fogging Machine 5 Litre Electric,FOSHAN,Hygiene > Sanitising & Hygiene Accessories,,Complete,,,,1,109,5,8,5,127,1,1,0,0,SM5L,published,,,oem-placeholder-brands-research.md,
IMG/HYS/00196,top,Towel Cabinet Hot & Cold KD 20SL-FL,H-KITCHEN,Hygiene > Sanitising & Hygiene Accessories,,Complete,,,,1,132,5,6,3,144,1,1,0,1,KD 20SL-FL,published,,"H KITCHEN (2), BRAVO (1)",h-kitchen-research.md,
IMG/HYS/00032,top,Insect Killer PJ-FK40,MAYSIN,Hygiene > Insect Killers,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,0,3,0,0,0,1,1,0,1,PJ-FK40,published,,,oem-placeholder-brands-research.md;sheffield-blueline-research.md,Nothing published
IMG/HYS/00014,top,Wall Mounted Retractable Hose Reel,SHEFFIELD,Hygiene > Sanitising & Hygiene Accessories,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,,published,,,,Nothing published
IMG/HYS/00220,top,Hand Wash Basin Knee Operated YLS42,SHEFFIELD,Hygiene > Hand Wash Basins,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,17,0,0,0,0,1,1,0,1,YLS42,published,,,oem-placeholder-brands-research.md,Nothing published
IMG/HYS/00221,top,Hand Wash Basin 400X400 YLS44B,SHEFFIELD,Hygiene > Hand Wash Basins,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,15,0,0,0,0,1,1,0,1,YLS44B,published,,,oem-placeholder-brands-research.md,Nothing published
IMG/HYS/00273,top,Insect Killer 2X15 Watts,SHEFFIELD,Hygiene > Insect Killers,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,,archived,,,,Nothing published
IMG/HYS/00266,top,Stainless Steel Container 100X100MM,STEELOLOGY,Hygiene > Storage Containers,HYGIENE,No supplier data,No model number and nothing published. The only figures are the 100 x 100 mm in the item name. Needs a spec from the supplier.,,,0,0,0,0,0,0,1,0,0,0,,archived,,H KITCHEN (1),steelology-research.md,Dimensions
IMG/HYS/00267,top,Stainless Steel Container 125X135MM,STEELOLOGY,Hygiene > Storage Containers,HYGIENE,No supplier data,No model number and nothing published. The only figures are the 125 x 135 mm in the item name. Needs a spec from the supplier.,,,0,0,0,0,0,0,1,0,0,0,,archived,,H KITCHEN (1),steelology-research.md,Dimensions
IMG/HYS/00268,top,Stainless Steel Container 150X165MM,STEELOLOGY,Hygiene > Storage Containers,HYGIENE,No supplier data,No model number and nothing published. The only figures are the 150 x 165 mm in the item name. Needs a spec from the supplier.,,,0,0,0,0,0,0,1,0,0,0,,archived,,H KITCHEN (1),steelology-research.md,Dimensions
IMG/HYS/00269,top,Stainless Steel Container 190X200MM,STEELOLOGY,Hygiene > Storage Containers,HYGIENE,No supplier data,No model number and nothing published. The only figures are the 190 x 200 mm in the item name. Needs a spec from the supplier.,,,0,0,0,0,0,0,1,0,0,0,,archived,,H KITCHEN (1),steelology-research.md,Dimensions
IMG/HYS/00281,top,Insect Killer 30W Spider Type,STEELOLOGY,Hygiene > Insect Killers,HYGIENE,Sources disagree,"The model number recorded (30W) is the wattage, not a part code, and no supplier lists a ""Spider Type"" killer. Needs the real code.",,,0,0,0,0,0,0,1,0,0,0,30W,draft,,H KITCHEN (1),steelology-research.md,Electrical rating
IMG/HYS/00282,top,Insect Killer 45W Spider Type,STEELOLOGY,Hygiene > Insect Killers,HYGIENE,Sources disagree,"The model number recorded (45W) is the wattage, not a part code, and no supplier lists a ""Spider Type"" killer. Needs the real code.",,,0,0,0,0,0,0,1,0,0,0,45W,draft,,H KITCHEN (1),steelology-research.md,Electrical rating
IMG/HYS/00274,top,Food Sink Shredder Disposer ED1100,SUNNYLUX,Hygiene > Waste Disposal,HYGIENE,Our records only,no external source published - written from our own records,,,0,111,0,0,0,0,1,1,0,0,ED1100,published,,,sunnylux-tecnoroast-tungsten-research.md,Other spec value
IMG/HYS/00284,top,Hand Wash Basin Wall Mounted HSWM-006,GRACHOO,Hygiene > Hand Wash Basins,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,0,0,1,HSWM-006,draft,,,oem-placeholder-brands-research.md,Nothing published
IMG/HYS/00283,top,Hand Wash Basin Knee Operated HSWM-001,GRACHOO,Hygiene > Hand Wash Basins,HYGIENE,No supplier data,HSWM-001 is not published by any supplier reached.,,,0,0,0,0,0,0,1,1,0,0,HSWM-001,draft,,,oem-placeholder-brands-research.md,Other spec value
IMG/COF/00070,top,Water Softeners HLT.12,SHEFFIELD,Hygiene > Water Softeners & Filtration,HYGIENE,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,0,0,1,HLT.12,archived,,,antunes-research.md,Nothing published
IMG/COF/00125,top,Aq-Hc-Ro,ANTUNES,Hygiene > Water Softeners & Filtration,,Complete,,,,1,123,6,18,15,155,1,0,0,1,9710165,draft,,,antunes-research.md,
IMG/COF/00130,top,AQ-RO-600 Watermark,ANTUNES,Hygiene > Water Softeners & Filtration,,Complete,,,,1,122,6,24,21,143,1,1,0,1,9710162,published,,,antunes-research.md,
IMG/COF/00127,top,GST-1V,ANTUNES,Hygiene > Water Softeners & Filtration,,Complete,,,,1,102,6,14,11,150,1,1,0,1,9211002,draft,,,antunes-research.md,
IMG/COF/00132,top,Hrs Hardness Reduction System,ANTUNES,Hygiene > Water Softeners & Filtration,,Complete,,,,0,80,0,19,16,132,1,1,1,1,9700562,published,,,antunes-research.md,
IMG/COF/00131,top,Ultrafiltration System VZN-511V,ANTUNES,Hygiene > Water Softeners & Filtration,,Complete,,,,1,103,6,20,17,158,1,1,0,1,9710122,published,,,antunes-research.md,
IMG/HYS/00033,top,Rational Care Rinse Detergent,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,61,5,6,4,146,1,1,0,0,9006.0137,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/HYS/00034,top,Rational Care Tablets 56.00.562,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,59,6,6,5,149,1,1,0,0,56.00.562,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/HYS/00035,top,Rational Care Tabs Loose,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,60,5,5,4,144,1,1,0,0,56.00.562,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/HYS/00038,top,Rational Cleaner Tabs Loose,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,52,4,4,3,143,1,1,0,0,56.00.210,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/HYS/00039,top,Rational Descaler,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,60,5,6,5,152,1,1,0,0,6006.011,archived,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/HYS/00040,top,Rational Rinse Aid Tablets,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,51,6,6,5,150,1,1,0,0,56.00.211,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/HYS/00085,top,Rational Active Green Cleaner Tabs,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,71,4,6,5,143,1,1,0,0,56.01.628,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/HYS/00096,top,Rational Active Green Cleaner Tabs Loose,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,70,4,5,4,145,1,1,0,0,56.01.535,archived,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/HYS/00207,top,Rational Cleaner Tablets 56.00.22,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",RATIONAL COMBI STEAMERS,"Data on file, not yet listed",The RATIONAL safety data sheet is on file; the listing text has not been written from it yet.,,,0,0,0,0,0,0,1,1,0,0,56.00.22,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,Other spec value
IMG/HYS/00264,top,Rational Active Green Cartridge,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",,Complete,,,,1,58,6,7,6,149,1,1,0,0,56.01.912,draft,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/HYS/00265,top,Rational Care Cartridge,RATIONAL,"Rational Combi Steamers > Cleaner, Care & Active Green Tabs",RATIONAL COMBI STEAMERS,Sources disagree,weight disagreed 11x between two distributors,,,1,64,5,5,4,142,1,0,0,0,56.01.914,draft,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,Capacity / material
IMG/OVE/00022,top,Chicken Super Spike,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,85,6,6,5,126,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00021,variant,Chicken Super Spike [8-birds],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6035.1006,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00022,variant,Chicken Super Spike [10-birds],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6035.1010,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00023,top,Chicken Super Spike 4 Bird ½ GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,56,6,5,4,151,1,1,0,0,6035.1015,archived,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/OVE/00024,top,Combi Fry,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,70,5,6,5,121,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00025,variant,Combi Fry [23-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.619,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00024,variant,Combi Fry [11-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6019.1150,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00026,top,Combi Grill 1/1,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,57,6,6,5,157,1,1,0,0,6035.1017,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
